method,volume_id,page_id,start,end,entity,entity_type
booknlp,mdp.39015041788319,20,737,749,Samson Occum,PER
booknlp,mdp.39015041788319,20,799,811,Mohegan land,GPE
booknlp,mdp.39015041788319,20,836,848,Samson Occum,PER
booknlp,mdp.39015041788319,20,955,971,Upstate New York,GPE
booknlp,mdp.39015041788319,20,843,848,Occum,PER
roberta,mdp.39015041788319,20,25,32,Mohegan,LOC
roberta,mdp.39015041788319,20,76,87,John's Town,LOC
roberta,mdp.39015041788319,20,111,121,Ben's Town,LOC
roberta,mdp.39015041788319,20,140,150,Emma Baker,PER
roberta,mdp.39015041788319,20,183,193,John Uncas,PER
roberta,mdp.39015041788319,20,199,208,Ben Uncas,PER
roberta,mdp.39015041788319,20,221,228,Mamohet,PER
roberta,mdp.39015041788319,20,255,262,England,LOC
roberta,mdp.39015041788319,20,315,325,John Uncas,PER
roberta,mdp.39015041788319,20,320,325,Uncas,PER
roberta,mdp.39015041788319,20,381,390,Ben Uncas,PER
roberta,mdp.39015041788319,20,381,384,Ben,PER
roberta,mdp.39015041788319,20,587,597,John Uncas,PER
roberta,mdp.39015041788319,20,462,471,Ben Uncas,PER
roberta,mdp.39015041788319,20,684,690,Isaiah,PER
roberta,mdp.39015041788319,20,737,749,Samson Occum,PER
roberta,mdp.39015041788319,20,799,806,Mohegan,MISC
roberta,mdp.39015041788319,20,836,848,Samson Occum,PER
roberta,mdp.39015041788319,20,867,874,Natives,MISC
roberta,mdp.39015041788319,20,938,951,Indian Exodus,MISC
roberta,mdp.39015041788319,20,955,971,Upstate New York,LOC
roberta,mdp.39015041788319,20,973,978,Occum,PER
roberta,mdp.39015041788319,20,1005,1017,Europeanized,MISC
spacy-trf,mdp.39015041788319,20,25,32,Mohegan,NORP
spacy-trf,mdp.39015041788319,20,76,87,John's Town,FAC
spacy-trf,mdp.39015041788319,20,111,124,Ben's Town.24,LOC
spacy-trf,mdp.39015041788319,20,140,150,Emma Baker,PERSON
spacy-trf,mdp.39015041788319,20,164,169,Tribe,ORG
spacy-trf,mdp.39015041788319,20,183,193,John Uncas,PERSON
spacy-trf,mdp.39015041788319,20,199,208,Ben Uncas,PERSON
spacy-trf,mdp.39015041788319,20,221,228,Mamohet,PERSON
spacy-trf,mdp.39015041788319,20,255,262,England,GPE
spacy-trf,mdp.39015041788319,20,315,325,John Uncas,PERSON
spacy-trf,mdp.39015041788319,20,339,344,Uncas,PERSON
spacy-trf,mdp.39015041788319,20,381,390,Ben Uncas,PERSON
spacy-trf,mdp.39015041788319,20,395,401,Sachem,ORG
spacy-trf,mdp.39015041788319,20,462,471,Ben Uncas,PERSON
spacy-trf,mdp.39015041788319,20,475,481,Sachem,NORP
spacy-trf,mdp.39015041788319,20,512,515,Ben,PERSON
spacy-trf,mdp.39015041788319,20,560,565,Tribe,ORG
spacy-trf,mdp.39015041788319,20,587,597,John Uncas,PERSON
spacy-trf,mdp.39015041788319,20,626,635,Ben Uncas,PERSON
spacy-trf,mdp.39015041788319,20,646,655,Ben Uncas,PERSON
spacy-trf,mdp.39015041788319,20,684,690,Isaiah,PERSON
spacy-trf,mdp.39015041788319,20,720,726,Isaiah,PERSON
spacy-trf,mdp.39015041788319,20,737,749,Samson Occum,PERSON
spacy-trf,mdp.39015041788319,20,799,806,Mohegan,NORP
spacy-trf,mdp.39015041788319,20,836,848,Samson Occum,PERSON
spacy-trf,mdp.39015041788319,20,867,874,Natives,NORP
spacy-trf,mdp.39015041788319,20,938,944,Indian,NORP
spacy-trf,mdp.39015041788319,20,955,971,Upstate New York,LOC
spacy-trf,mdp.39015041788319,20,973,978,Occum,PERSON
spacy-trf,mdp.39015041788319,20,1005,1017,Europeanized,NORP
stanford,mdp.39015041788319,21,0,12,David Fowler,PERSON
stanford,mdp.39015041788319,21,91,101,Government,ORGANIZATION
stanford,mdp.39015041788319,21,108,119,Brothertown,PERSON
stanford,mdp.39015041788319,21,121,150,Jacob FowlerClerk Roger Wamby,PERSON
stanford,mdp.39015041788319,21,152,164,David Fowler,PERSON
stanford,mdp.39015041788319,21,166,179,Elijah Wampey,PERSON
stanford,mdp.39015041788319,21,181,190,John Fuhy,PERSON
stanford,mdp.39015041788319,21,195,208,Abraham Simon,PERSON
stanford,mdp.39015041788319,21,294,315,Brothertown Wisconsin,LOCATION
stanford,mdp.39015041788319,21,354,368,New York State,LOCATION
stanford,mdp.39015041788319,21,372,391,American Revolution,ORGANIZATION
stanford,mdp.39015041788319,21,459,464,Occum,ORGANIZATION
stanford,mdp.39015041788319,21,639,654,William Johnson,PERSON
stanford,mdp.39015041788319,21,656,670,Joseph Johnson,PERSON
stanford,mdp.39015041788319,21,672,687,Zachary Johnson,PERSON
stanford,mdp.39015041788319,21,689,703,Jonathan Occum,PERSON
stanford,mdp.39015041788319,21,705,716,David Occum,PERSON
stanford,mdp.39015041788319,21,718,731,Samuel Ashbow,PERSON
stanford,mdp.39015041788319,21,733,746,Robert Ashbow,PERSON
stanford,mdp.39015041788319,21,790,804,Daniel Congdon,PERSON
stanford,mdp.39015041788319,21,806,818,John Congdon,PERSON
stanford,mdp.39015041788319,21,820,830,Noah Uncas,PERSON
stanford,mdp.39015041788319,21,832,850,John Tantaquidgeon,PERSON
stanford,mdp.39015041788319,21,852,871,David Tantaquidgeon,PERSON
stanford,mdp.39015041788319,21,873,885,Cesar Bohema,PERSON
stanford,mdp.39015041788319,21,887,902,Peter Teecomwas,PERSON
stanford,mdp.39015041788319,21,904,919,William Shantup,PERSON
stanford,mdp.39015041788319,21,925,939,Simon Choychoy,PERSON
stanford,mdp.39015041788319,21,944,971,Native Economic Decay Occum,ORGANIZATION
stanford,mdp.39015041788319,21,985,996,Brothertown,PERSON
stanford,mdp.39015041788319,21,1445,1461,Henry Quaquaquid,PERSON
stanford,mdp.39015041788319,21,1466,1478,Robert Ashpo,PERSON
stanford,mdp.39015041788319,21,1687,1703,Frances Jennings,PERSON
stanford,mdp.39015041788319,21,1716,1730,William Cronin,PERSON
stanford,mdp.39015041788319,21,1792,1803,New England,LOCATION
stanford,mdp.39015041788319,21,1805,1813,New York,LOCATION
stanford,mdp.39015041788319,21,1824,1828,Wang,ORGANIZATION
booknlp,mdp.39015041788319,21,0,12,David Fowler,PER
booknlp,mdp.39015041788319,21,44,66,1117185 Occums Company,FAC
booknlp,mdp.39015041788319,21,108,119,Brothertown,GPE
booknlp,mdp.39015041788319,21,121,150,Jacob FowlerClerk Roger Wamby,PER
booknlp,mdp.39015041788319,21,152,164,David Fowler,PER
booknlp,mdp.39015041788319,21,166,179,Elijah Wampey,PER
booknlp,mdp.39015041788319,21,181,190,John Fuhy,PER
booknlp,mdp.39015041788319,21,195,208,Abraham Simon,PER
booknlp,mdp.39015041788319,21,264,270,Whites,PER
booknlp,mdp.39015041788319,21,294,315,Brothertown Wisconsin,GPE
booknlp,mdp.39015041788319,21,354,368,New York State,GPE
booknlp,mdp.39015041788319,21,459,464,Occum,PER
booknlp,mdp.39015041788319,21,517,529,the Mohegans,PER
booknlp,mdp.39015041788319,21,639,654,William Johnson,PER
booknlp,mdp.39015041788319,21,656,670,Joseph Johnson,PER
booknlp,mdp.39015041788319,21,672,687,Zachary Johnson,PER
booknlp,mdp.39015041788319,21,689,703,Jonathan Occum,PER
booknlp,mdp.39015041788319,21,705,716,David Occum,PER
booknlp,mdp.39015041788319,21,718,731,Samuel Ashbow,PER
booknlp,mdp.39015041788319,21,733,746,Robert Ashbow,PER
booknlp,mdp.39015041788319,21,790,804,Daniel Congdon,PER
booknlp,mdp.39015041788319,21,806,818,John Congdon,PER
booknlp,mdp.39015041788319,21,820,830,Noah Uncas,PER
booknlp,mdp.39015041788319,21,832,850,John Tantaquidgeon,PER
booknlp,mdp.39015041788319,21,852,871,David Tantaquidgeon,PER
booknlp,mdp.39015041788319,21,873,885,Cesar Bohema,PER
booknlp,mdp.39015041788319,21,887,902,Peter Teecomwas,PER
booknlp,mdp.39015041788319,21,904,919,William Shantup,PER
booknlp,mdp.39015041788319,21,925,939,Simon Choychoy,PER
booknlp,mdp.39015041788319,21,985,996,Brothertown,GPE
booknlp,mdp.39015041788319,21,1021,1028,Mohegan,PER
booknlp,mdp.39015041788319,21,1275,1283,Mohegans,PER
booknlp,mdp.39015041788319,21,1445,1461,Henry Quaquaquid,PER
booknlp,mdp.39015041788319,21,1466,1478,Robert Ashpo,PER
booknlp,mdp.39015041788319,21,1687,1703,Frances Jennings,PER
booknlp,mdp.39015041788319,21,1716,1730,William Cronin,PER
booknlp,mdp.39015041788319,21,1777,1803,the Ecology of New England,LOC
booknlp,mdp.39015041788319,21,1805,1813,New York,GPE
booknlp,mdp.39015041788319,21,1815,1819,Hill,GPE
roberta,mdp.39015041788319,21,0,12,David Fowler,PER
roberta,mdp.39015041788319,21,52,66,Occums Company,ORG
roberta,mdp.39015041788319,21,108,119,Brothertown,LOC
roberta,mdp.39015041788319,21,139,150,Roger Wamby,PER
roberta,mdp.39015041788319,21,152,164,David Fowler,PER
roberta,mdp.39015041788319,21,166,179,Elijah Wampey,PER
roberta,mdp.39015041788319,21,181,190,John Fuhy,PER
roberta,mdp.39015041788319,21,195,208,Abraham Simon,PER
roberta,mdp.39015041788319,21,264,270,Whites,MISC
roberta,mdp.39015041788319,21,275,282,Indians,MISC
roberta,mdp.39015041788319,21,294,315,Brothertown Wisconsin,LOC
roberta,mdp.39015041788319,21,354,368,New York State,LOC
roberta,mdp.39015041788319,21,372,391,American Revolution,MISC
roberta,mdp.39015041788319,21,459,464,Occum,PER
roberta,mdp.39015041788319,21,381,391,Revolution,MISC
roberta,mdp.39015041788319,21,521,529,Mohegans,MISC
roberta,mdp.39015041788319,21,567,572,Crown,ORG
roberta,mdp.39015041788319,21,639,654,William Johnson,PER
roberta,mdp.39015041788319,21,656,670,Joseph Johnson,PER
roberta,mdp.39015041788319,21,672,687,Zachary Johnson,PER
roberta,mdp.39015041788319,21,689,703,Jonathan Occum,PER
roberta,mdp.39015041788319,21,705,716,David Occum,PER
roberta,mdp.39015041788319,21,718,731,Samuel Ashbow,PER
roberta,mdp.39015041788319,21,733,746,Robert Ashbow,PER
roberta,mdp.39015041788319,21,725,731,Ashbow,PER
roberta,mdp.39015041788319,21,790,804,Daniel Congdon,PER
roberta,mdp.39015041788319,21,806,818,John Congdon,PER
roberta,mdp.39015041788319,21,820,830,Noah Uncas,PER
roberta,mdp.39015041788319,21,832,850,John Tantaquidgeon,PER
roberta,mdp.39015041788319,21,852,871,David Tantaquidgeon,PER
roberta,mdp.39015041788319,21,873,885,Cesar Bohema,PER
roberta,mdp.39015041788319,21,887,902,Peter Teecomwas,PER
roberta,mdp.39015041788319,21,904,919,William Shantup,PER
roberta,mdp.39015041788319,21,925,939,Simon Choychoy,PER
roberta,mdp.39015041788319,21,966,971,Occum,PER
roberta,mdp.39015041788319,21,985,996,Brothertown,LOC
roberta,mdp.39015041788319,21,1021,1028,Mohegan,MISC
roberta,mdp.39015041788319,21,1095,1101,Native,MISC
roberta,mdp.39015041788319,21,1220,1228,European,MISC
roberta,mdp.39015041788319,21,1275,1283,Mohegans,MISC
roberta,mdp.39015041788319,21,1346,1365,American Revolution,MISC
roberta,mdp.39015041788319,21,1445,1461,Henry Quaquaquid,PER
roberta,mdp.39015041788319,21,1466,1478,Robert Ashpo,PER
roberta,mdp.39015041788319,21,1514,1520,Native,MISC
roberta,mdp.39015041788319,21,1596,1616,Tantaquidgeon Papers,MISC
roberta,mdp.39015041788319,21,1687,1703,Frances Jennings,PER
roberta,mdp.39015041788319,21,1716,1730,William Cronin,PER
roberta,mdp.39015041788319,21,1753,1760,Indians,MISC
roberta,mdp.39015041788319,21,1792,1803,New England,LOC
roberta,mdp.39015041788319,21,1805,1813,New York,LOC
roberta,mdp.39015041788319,21,1815,1828,Hill and Wang,ORG
spacy-trf,mdp.39015041788319,21,0,12,David Fowler,PERSON
spacy-trf,mdp.39015041788319,21,52,66,Occums Company,ORG
spacy-trf,mdp.39015041788319,21,108,119,Brothertown,GPE
spacy-trf,mdp.39015041788319,21,121,150,Jacob FowlerClerk Roger Wamby,PERSON
spacy-trf,mdp.39015041788319,21,152,164,David Fowler,PERSON
spacy-trf,mdp.39015041788319,21,166,179,Elijah Wampey,PERSON
spacy-trf,mdp.39015041788319,21,181,190,John Fuhy,PERSON
spacy-trf,mdp.39015041788319,21,195,208,Abraham Simon,PERSON
spacy-trf,mdp.39015041788319,21,264,270,Whites,NORP
spacy-trf,mdp.39015041788319,21,275,282,Indians,NORP
spacy-trf,mdp.39015041788319,21,294,305,Brothertown,GPE
spacy-trf,mdp.39015041788319,21,306,315,Wisconsin,GPE
spacy-trf,mdp.39015041788319,21,354,368,New York State,GPE
spacy-trf,mdp.39015041788319,21,459,464,Occum,PERSON
spacy-trf,mdp.39015041788319,21,521,529,Mohegans,NORP
spacy-trf,mdp.39015041788319,21,639,654,William Johnson,PERSON
spacy-trf,mdp.39015041788319,21,656,670,Joseph Johnson,PERSON
spacy-trf,mdp.39015041788319,21,672,687,Zachary Johnson,PERSON
spacy-trf,mdp.39015041788319,21,689,703,Jonathan Occum,PERSON
spacy-trf,mdp.39015041788319,21,705,716,David Occum,PERSON
spacy-trf,mdp.39015041788319,21,718,731,Samuel Ashbow,PERSON
spacy-trf,mdp.39015041788319,21,733,746,Robert Ashbow,PERSON
spacy-trf,mdp.39015041788319,21,772,778,Ashbow,PERSON
spacy-trf,mdp.39015041788319,21,790,804,Daniel Congdon,PERSON
spacy-trf,mdp.39015041788319,21,806,818,John Congdon,PERSON
spacy-trf,mdp.39015041788319,21,820,830,Noah Uncas,PERSON
spacy-trf,mdp.39015041788319,21,832,850,John Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,21,852,871,David Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,21,873,885,Cesar Bohema,PERSON
spacy-trf,mdp.39015041788319,21,887,902,Peter Teecomwas,PERSON
spacy-trf,mdp.39015041788319,21,904,919,William Shantup,PERSON
spacy-trf,mdp.39015041788319,21,925,939,Simon Choychoy,PERSON
spacy-trf,mdp.39015041788319,21,966,971,Occum,PERSON
spacy-trf,mdp.39015041788319,21,985,996,Brothertown,GPE
spacy-trf,mdp.39015041788319,21,1021,1028,Mohegan,NORP
spacy-trf,mdp.39015041788319,21,1220,1228,European,NORP
spacy-trf,mdp.39015041788319,21,1275,1283,Mohegans,NORP
spacy-trf,mdp.39015041788319,21,1445,1461,Henry Quaquaquid,PERSON
spacy-trf,mdp.39015041788319,21,1466,1478,Robert Ashpo,PERSON
spacy-trf,mdp.39015041788319,21,1514,1520,Native,NORP
spacy-trf,mdp.39015041788319,21,1687,1703,Frances Jennings,PERSON
spacy-trf,mdp.39015041788319,21,1716,1730,William Cronin,PERSON
spacy-trf,mdp.39015041788319,21,1805,1813,New York,GPE
spacy-trf,mdp.39015041788319,21,1815,1828,Hill and Wang,ORG
stanford,mdp.39015041788319,22,441,453,Samson Occum,PERSON
stanford,mdp.39015041788319,22,479,495,Upstate New York,LOCATION
stanford,mdp.39015041788319,22,561,572,Connecticut,LOCATION
stanford,mdp.39015041788319,22,721,729,Congress,ORGANIZATION
booknlp,mdp.39015041788319,22,421,434,many Mohegans,PER
booknlp,mdp.39015041788319,22,441,453,Samson Occum,PER
booknlp,mdp.39015041788319,22,479,495,Upstate New York,GPE
booknlp,mdp.39015041788319,22,561,572,Connecticut,GPE
booknlp,mdp.39015041788319,22,580,600,Connecticut Mohegans,GPE
booknlp,mdp.39015041788319,22,715,719,West,GPE
booknlp,mdp.39015041788319,22,788,795,Natives,PER
booknlp,mdp.39015041788319,22,902,915,the Cherokees,PER
roberta,mdp.39015041788319,22,162,173,Non-Indians,MISC
roberta,mdp.39015041788319,22,193,218,Trade and Intercourse Act,MISC
roberta,mdp.39015041788319,22,229,236,Mohegan,MISC
roberta,mdp.39015041788319,22,254,261,Mohegan,MISC
roberta,mdp.39015041788319,22,262,268,Tribal,ORG
roberta,mdp.39015041788319,22,348,355,Mohegan,MISC
roberta,mdp.39015041788319,22,363,377,Indian Removal,MISC
roberta,mdp.39015041788319,22,426,434,Mohegans,MISC
roberta,mdp.39015041788319,22,441,453,Samson Occum,PER
roberta,mdp.39015041788319,22,479,495,Upstate New York,LOC
roberta,mdp.39015041788319,22,503,517,postRevolution,MISC
roberta,mdp.39015041788319,22,543,548,Tribe,MISC
roberta,mdp.39015041788319,22,561,572,Connecticut,LOC
roberta,mdp.39015041788319,22,592,600,Mohegans,MISC
roberta,mdp.39015041788319,22,637,644,Federal,MISC
roberta,mdp.39015041788319,22,697,703,Indian,MISC
roberta,mdp.39015041788319,22,715,719,West,LOC
roberta,mdp.39015041788319,22,721,729,Congress,ORG
roberta,mdp.39015041788319,22,740,754,Removal Policy,MISC
roberta,mdp.39015041788319,22,763,769,Indian,MISC
roberta,mdp.39015041788319,22,788,795,Natives,MISC
roberta,mdp.39015041788319,22,820,826,Whites,MISC
roberta,mdp.39015041788319,22,906,915,Cherokees,MISC
spacy-trf,mdp.39015041788319,22,162,165,Non,NORP
spacy-trf,mdp.39015041788319,22,166,173,Indians,NORP
spacy-trf,mdp.39015041788319,22,229,236,Mohegan,NORP
spacy-trf,mdp.39015041788319,22,254,268,Mohegan Tribal,ORG
spacy-trf,mdp.39015041788319,22,348,355,Mohegan,NORP
spacy-trf,mdp.39015041788319,22,363,369,Indian,NORP
spacy-trf,mdp.39015041788319,22,426,434,Mohegans,NORP
spacy-trf,mdp.39015041788319,22,441,455,Samson Occum's,PERSON
spacy-trf,mdp.39015041788319,22,479,495,Upstate New York,LOC
spacy-trf,mdp.39015041788319,22,543,548,Tribe,ORG
spacy-trf,mdp.39015041788319,22,561,572,Connecticut,GPE
spacy-trf,mdp.39015041788319,22,580,591,Connecticut,GPE
spacy-trf,mdp.39015041788319,22,592,600,Mohegans,NORP
spacy-trf,mdp.39015041788319,22,637,644,Federal,ORG
spacy-trf,mdp.39015041788319,22,697,703,Indian,NORP
spacy-trf,mdp.39015041788319,22,721,729,Congress,ORG
spacy-trf,mdp.39015041788319,22,763,769,Indian,NORP
spacy-trf,mdp.39015041788319,22,788,795,Natives,NORP
spacy-trf,mdp.39015041788319,22,820,826,Whites,NORP
spacy-trf,mdp.39015041788319,22,906,915,Cherokees,NORP
stanford,mdp.39015041788319,23,68,73,Occum,ORGANIZATION
stanford,mdp.39015041788319,23,84,108,Lucy Occum Tantaquidgeon,PERSON
stanford,mdp.39015041788319,23,135,163,Lucy Tantaquidgeon Teecomwas,PERSON
stanford,mdp.39015041788319,23,187,212,Cynthia Teecomwas Hoscott,PERSON
stanford,mdp.39015041788319,23,280,287,Norwich,LOCATION
stanford,mdp.39015041788319,23,294,317,Sarah Lanman Huntington,PERSON
stanford,mdp.39015041788319,23,376,386,Huntington,LOCATION
stanford,mdp.39015041788319,23,471,491,Gladys Tantaquidgeon,PERSON
stanford,mdp.39015041788319,23,546,551,Sarah,PERSON
stanford,mdp.39015041788319,23,614,619,Sarah,PERSON
booknlp,mdp.39015041788319,23,48,62,Mohegan Church,FAC
booknlp,mdp.39015041788319,23,68,73,Occum,PER
booknlp,mdp.39015041788319,23,84,108,Lucy Occum Tantaquidgeon,PER
booknlp,mdp.39015041788319,23,135,163,Lucy Tantaquidgeon Teecomwas,PER
booknlp,mdp.39015041788319,23,187,212,Cynthia Teecomwas Hoscott,PER
booknlp,mdp.39015041788319,23,280,287,Norwich,GPE
booknlp,mdp.39015041788319,23,294,317,Sarah Lanman Huntington,PER
booknlp,mdp.39015041788319,23,307,317,Huntington,PER
booknlp,mdp.39015041788319,23,323,330,Mohegan,PER
booknlp,mdp.39015041788319,23,471,491,Gladys Tantaquidgeon,PER
booknlp,mdp.39015041788319,23,546,551,Sarah,PER
booknlp,mdp.39015041788319,23,415,422,Mohegan,PER
roberta,mdp.39015041788319,23,10,18,Mohegans,MISC
roberta,mdp.39015041788319,23,48,62,Mohegan Church,LOC
roberta,mdp.39015041788319,23,68,73,Occum,PER
roberta,mdp.39015041788319,23,84,108,Lucy Occum Tantaquidgeon,PER
roberta,mdp.39015041788319,23,135,163,Lucy Tantaquidgeon Teecomwas,PER
roberta,mdp.39015041788319,23,187,212,Cynthia Teecomwas Hoscott,PER
roberta,mdp.39015041788319,23,253,263,Non-Indian,MISC
roberta,mdp.39015041788319,23,280,287,Norwich,LOC
roberta,mdp.39015041788319,23,294,317,Sarah Lanman Huntington,PER
roberta,mdp.39015041788319,23,323,330,Mohegan,LOC
roberta,mdp.39015041788319,23,307,317,Huntington,PER
roberta,mdp.39015041788319,23,471,491,Gladys Tantaquidgeon,PER
roberta,mdp.39015041788319,23,294,299,Sarah,PER
roberta,mdp.39015041788319,23,546,551,Sarah,PER
roberta,mdp.39015041788319,23,656,674,Fielding Homestead,LOC
spacy-trf,mdp.39015041788319,23,10,18,Mohegans,NORP
spacy-trf,mdp.39015041788319,23,48,62,Mohegan Church,ORG
spacy-trf,mdp.39015041788319,23,68,73,Occum,PERSON
spacy-trf,mdp.39015041788319,23,84,108,Lucy Occum Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,23,135,163,Lucy Tantaquidgeon Teecomwas,PERSON
spacy-trf,mdp.39015041788319,23,187,212,Cynthia Teecomwas Hoscott,PERSON
spacy-trf,mdp.39015041788319,23,253,263,Non-Indian,NORP
spacy-trf,mdp.39015041788319,23,280,287,Norwich,GPE
spacy-trf,mdp.39015041788319,23,294,317,Sarah Lanman Huntington,PERSON
spacy-trf,mdp.39015041788319,23,323,330,Mohegan,GPE
spacy-trf,mdp.39015041788319,23,376,386,Huntington,PERSON
spacy-trf,mdp.39015041788319,23,415,422,Mohegan,GPE
spacy-trf,mdp.39015041788319,23,471,491,Gladys Tantaquidgeon,PERSON
spacy-trf,mdp.39015041788319,23,546,551,Sarah,PERSON
spacy-trf,mdp.39015041788319,23,584,591,Mohegan,GPE
spacy-trf,mdp.39015041788319,23,614,619,Sarah,PERSON
spacy-trf,mdp.39015041788319,23,656,674,Fielding Homestead,FAC
stanford,mdp.39015041788319,24,242,259,Rood Daniei Fisch,PERSON
stanford,mdp.39015041788319,24,284,355,Cooper House Asppoy I Preston Mills House Avery 203 seru House Cooper y,ORGANIZATION
stanford,mdp.39015041788319,24,364,385,Jon na John Cemetaryo,PERSON
stanford,mdp.39015041788319,24,410,474,VOD Jewett House Monegan Wohegan Starlund Occom Kouge Mick Brook,ORGANIZATION
stanford,mdp.39015041788319,24,489,525,HD Samil Rogers House Rood to JEWEll,ORGANIZATION
booknlp,mdp.39015041788319,24,0,7,Mohegan,PER
booknlp,mdp.39015041788319,24,229,259,Trading Cove Rood Daniei Fisch,PER
booknlp,mdp.39015041788319,24,263,331,Hayer VOOX lo o TIPS Cooper House Asppoy I Preston Mills House Avery,FAC
booknlp,mdp.39015041788319,24,364,375,Jon na John,PER
booknlp,mdp.39015041788319,24,398,515,Church ason VOD Jewett House Monegan Wohegan Starlund Occom Kouge Mick Brook inte T I fort HD Samil Rogers House Rood,FAC
booknlp,mdp.39015041788319,24,539,548,O Mohegan,PER
roberta,mdp.39015041788319,24,0,7,Mohegan,LOC
roberta,mdp.39015041788319,24,229,259,Trading Cove Rood Daniei Fisch,LOC
roberta,mdp.39015041788319,24,263,268,Hayer,LOC
roberta,mdp.39015041788319,24,269,276,VOOX lo,ORG
roberta,mdp.39015041788319,24,284,303,Cooper House Asppoy,LOC
roberta,mdp.39015041788319,24,306,331,Preston Mills House Avery,LOC
roberta,mdp.39015041788319,24,336,385,seru House Cooper y govento Jon na John Cemetaryo,LOC
roberta,mdp.39015041788319,24,398,409,Church ason,LOC
roberta,mdp.39015041788319,24,484,488,fort,LOC
