	htid	page_seq	pre_sent	ent_sent	post_sent
468	uva.x000083545	00000131	This second day of November is a memorial day for both Yaquis and Yoris.	On the return to the ranch, I was left, because the car in which Aunt Josefina came was overloaded.	On November 3, I returned with Ignacio Maestro.
469	uva.x000083545	00000086	This man placed the nerve cords and stretched the leg so the nerves got back in place, and I started walking without difficulty.	My sister Eloisa had made a manda (vow] for me to San Francisco Xavier, so I walked from my house to the San Xavier Mission with four silken wax candles.	Sea cantelam are long yellow wax candles adorned with vara de San José (St. Joseph's staff] which cost only $1.50 a box.
470	uva.x000083545	00000092	The experience, she thought good.	I went to California and was absent for two whole years.	When I came back it was 1929, three years after my brother Encarnación's death in the 1926 Lenten season.
471	uva.x000083545	00000055	The man who came to study with my father learned to be an accomplished violinist by Divine help.	After my father was with us six months, the railroad coming from El Paso claimed the land where our home was, and also the Coronados', so we had to move again.	This time it was to the north part of town, across the tracks from Barrio Anita, because my parents preferred the Yaqui side.
472	uva.x000083545	00000082	The men said that it looked like a pack mule carrying a canvas water bag, because the water container was built on top of the engine between the smokestack and cab.	When orders were given, the men started tearing up the old yard all of the way down to Prison Hill.	We had no track machinery then, so all the work was done by hand.
473	uva.x000083545	00000109	I had my writings all packed in large envelopes to give him.*	Reporter Bernice Cosulich of the Arizona Daily Star took the writings and put me in the news.	She quoted from the story about the forest fire in Shasta and the *This modest but varied body of work included poems, tales, character sketches, and brief narratives.
474	uva.x000083545	00000135	The steel being laid to Mohawk required the camp to retrace our route to surface the track — raising track, changing gravel, tamping with air gun tie-tampers.	So we came close to Rillito, and in July 1937 I went home.	When I arrived home, Fernando would not let me stay alone where mother had died, so he gave me a small hut in the middle of the lot at his place.
475	uva.x000083545	00000134	Becket told González to get an experienced flagman.	"González said, “I have just the man to take the west part."""	So I was a flagman again.
476	uva.x000083545	00000120	When six inches were cut off, it just drew close together.	The same thing was happening in Benson district.	Ties, dragged by the rail anchors, could not hold the run.
477	uva.x000083545	00000108	"The foreman in charge of the laborers was a Sonora man who talked enough Yaqui to say, “Vivata ne mika, Pascola."""	[Give me a cigarette, Pascola.]	Our gang was to do manual labor.
478	uva.x000083545	00000083	"Now is the day of salvation."""	Telling that Christ died for our sins, Lucero quoted Isaiah 53:4-5, “'Surely he hath borne our griefs, and carried our sorrows....	But he was wounded for our transgressions, he was bruised for our iniquities.
479	uva.x000083545	00000097	Company regulations required that our names be changed so we could start working as new hired men, losing seniority.	Mine became Tomás Flores; Alvarez became Juan Gualberto.	The matter was settled, and after the work in the Mott section was finished, the camp was moved to the town of Weed below Black Buttes.
480	uva.x000083545	00000081	We had no kitchen or dining car, although it was a family camp.	The September 16 Mexican fiesta was forgotten on the trip, but it was fun to ride 300 miles on top of camp cars, making rest stops in Bowie, Benson, Tucson, Gila Bend, and finally arriving at Yuma.	The camp was at Ivalon, three miles east of Yuma which later became the Yuma east yard.
481	uva.x000083545	00000095	Manzanita is the Mexican pinisika and bears an edible berry.	The tiny berry is like that of the cumaro, an Arizona tree found in abundance on the east side of the Santa Cruz River.	Between Sahuarita and San Xavier, south of Tucson, this tree grows up as tall as telephone posts.
482	uva.x000083545	00000136	These Benito disliked.	He was always talking of going home to his parents in Cochise, but he was never ready to quit his job for that.	Nelson, a white man who was in the gang, was also rooming with us.
483	uva.x000083545	00000137	So I passed 1941, a little here, a little there, at home with Fernando.	One floating gang came to Jaynes, six miles west of town.	I worked in this camp to the yard limit and walked to work.
484	uva.x000083545	00000094	Being August, the cold was not yet severe.	We had been working steadily for one week when a report came to the foreman from the Forest Service unit that we should go to fight a forest fire at the foot of Mount Shasta.	We made all preparations to wait for a truck to come for us.
485	uc1.32106008463017	00000013	I walked beside the stone that bore your name and date and felt the threat of history give rise to sudden chill, like wind from unseen creek.	Ancestral bones lie in anonymity in this New World except that History called you Christian and your name kill-in-war-with-spear vouched for you.	Grave Paul, Your name as pale as northern Tamarack in fall, and names of all born then or since are played like coins in games of chance.
486	uc1.32106008463017	00000017	"Would you believe the senator who needs the votes a judge who can't say ""no"""	Who stole Indian land today?	Was it Mr. Watt?
487	uc1.32106008463017	00000014	With Sitting Bull dead it was easier said.	And so the sadly shrouded songs of poets, ash-yellowed, crisp with age arise from drums to mark in fours three times the sacred ways that prayers are listened for; an infant girl stares past the night, her beaded cap of buckskin brightens Stars and Stripes that pierce her mother's breast; Hokshina, innocent as snow birds, tells of Ate's blood as red as plumes that later decorate the posts of death.	"“Avenge the slaughtered saints,” beg mad-eyed poets everywhere as if the ""bloody Piemontese"" are real and really care for liberty of creed; the blind who lead the blind will consecrate the Deed, indeed!"
488	uc1.32106008463017	00000024	He stepped upon the porch and lit a cigarette, the match illuminating the fine, delicate bones of his deeply pocked, scarred face.	"Holding the match close for a moment, Uncle said, to no one in particular, “A car's coming."""	Cars were rarely seen here on this country road this late in the evening.
489	uc1.32106008463017	00000025	As he tapped on the screen door, the Mother appeared and the freckled man quickly opened the door, stepped inside and held it open for the two smiling women who accompanied him to squeeze inside and in front of him.	"“I'm Sister Bernice,” began the plumper of the two women, ""and this is Sister Kate ...?”"	Her voice trailed off as if she had asked a question.
490	uc1.32106008463017	00000022	During this drying process the children would be set to fanning the flies away with long willows, a task which held attention a surprisingly brief time.	Bored, they would run off in pursuit of more imaginative pastimes only to be called back as soon as Grandmother discovered their absence.	Also at the rear of the house was a large tipi, the color of smoke at the top, streaked with rain, lined with cow hides, comfortable, shaded in late afternoon by the lone pine tree which was, itself, a stranger to the hot plains country of the Dakotah, itself a survivor of the days when Bureau employees lived there.
491	uc1.32106008463017	00000021	Uncle's son often lived with The Family as did the Grandmother's half-sister and her husband and their two granddaughters.	The Family was part of a small community which had reassembled itself at this place after the violent Diaspora and Displacement which was endured by this ancient tribe for several generations, the Family all the more closely knit because of this tragedy of recent history as well as the more practical problem of long distances to the few sparce surrounding towns settled a hundred years before by whites anxious to possess land and become rich.	The year was 1935 and this was a place where strangers, though alien and undesirable, even called to'ka, were largely unthreatening and often ignored, and where strange events were witnessed with inexplicable but characteristic tolerance.
492	wu.89060396363	00000066	I'll never forget him.'	'But he couldn't speak English.	It must have been pretty awkward,' I put in.
493	wu.89060396363	00000112	With a flourish he heaped the bowl with flour, added salt, and rummaged in the grub-box for the baking powder.	While his back was turned, McGinty, the opportunist, spied the abandoned bowl.	She came at a dead gallop, zoomed through the air, and landed plop in the middle, sending flour in all directions.
494	wu.89060396363	00000107	I had even ceased to write any more.	I accepted Dave's invitation to tea, and while in his tent I turned the Macs loose.	I expected them to make a dash for the lake, but they were content to lie in my lap until Archie returned.
495	wu.89060396363	00000065	Where was ya headed for?'	'Cobalt,' Archie answered, and filled him in on the details.	‘And with my first earnings, I'll pay you and Ag-Nu for all the trouble I've been....!
496	wu.89060396363	00000111	The men, on hearing our plans, were more concerned for our welfare.	They informed us that the Touladi country had been heavily 'cut and there was nothing there but slash.	Archie looked sick – this was bad news.
497	wu.89060396363	00000139	What giddy excitement there was in camp as we packed.	Even Jelly Roll seemed to sense that something was in the offing, and there surely was, for we were going to the North Pole to stake our bonanza!	But when our gear was loaded on the wagon and we were driving towards the station, we looked back at Elephant Mountain and thought of Mac and Mac.
498	wu.89060396363	00000138	The news of how we had got it travelled through the town like wildfire, and those kind and friendly people came to congratulate Archie, as happy for us as if we were their own kin.	There was another letter from Country Life, asking Archie to write a book.	Although he was rather unnerved concerning this, he replied that he would try to do it.
499	wu.89060396363	00000064	Timagami in those days was little more than a fur-trading post.	The population consisted of Indians, white trappers, and the odd prospector coming in for supplies.	During the winter it was almost a ghost town, but in the spring, when the rivers and lakes were free of ice, the trappers with their families would come pouring in from their hunting grounds, loaded with furs.
500	wu.89060396363	00000070	At this time, Archie also told me about Marie Gerard.	Marie was waiting tables at the boarding house where Archie usually stayed when in Bisco.	It was late September in 1914, and time for him to leave for his hunting ground.
501	wu.89060396363	00000060	As Archie talked, a group of snowshoe rabbits, attracted by the light of the fire, appeared atop the snowbank, and there they were, sitting in a row as if they too were listening.	We returned to Pony Hall the evening before Archie was to take me to Forsythe and to the train that would take me home.	Archie made a valiant effort to be bright and gay, but finally ceased trying, and I too remained silent as I collected my things and began to pack.
502	wu.89060396363	00000128	There's no more places to look.	It's the end of Mac and Mac.	And take a look at this foot.'
503	wu.89060396363	00000100	I loved them and meant to keep them.	It wouldn't be easy to get Archie to agree to this, because his fur catch was small, and to make it harder for me to have my way about the little creatures was the fact that a man in eastern Quebec had started a beaver farm, making beaver more valuable alive than dead.	Wanting to discover just how difficult it was going to be, I said, 'They're sure going to make great pets, aren't they?'
504	wu.89060396363	00000114	After he left, I once more bitterly wondered if we would ever leave this cruel way of earning a livelihood.	I had the same sinking feeling that had made my last months on the Marque so miserable.	To lighten my mood, I slipped into my snowshoe bridles and hiked the three or four miles down the portage to where we had a cache.
505	wu.89060396363	00000129	‘I'll have to do something guiding, maybe.	I hear there's a resort – Metis Beach, wherever that is.'	'But what about Mac and Mac?
506	wu.89060396363	00000061	In 1906 he had arrived in Toronto, where he worked as a clerk in a men's-wear shop.	Hating every minute of it, he couldn't wait until he had enough money to take him to Cobalt, where there had been a recent discovery of silver.	(Cobalt, Ontario, 330 miles north of Toronto, was then one of the richest silver districts in the world.)
507	wu.89060396363	00000049	This was a missive that Mary Robinson had written for Naharrenou when the band of rebels saw the writing on the wall and knew their fight was about over.	Kanistonou and Naharrenou had urged Mary Robinson to return to her own people before it was too late.	On her adamant refusal to leave, Naharrenou had asked her to write a letter to a relative of his in Oka, who had preferred to stay there under foreign laws and restrictions rather than join the fight for freedom.
508	wu.89060396363	00000063	Archie thought at last he would know where he was and looked expectantly at the door.	He saw an Indian girl, tall and slender, coming towards him with a bowl in her hand.	She was wearing a long, full skirt, a bright, flowered blouse, and a colourful kerchief draped loosely about her shoulders.
509	wu.89060396363	00000117	During this period he found another pastime.	He began to make an Indian war-bonnet from the feathers of an owl that had been caught in a fox-set when we were in the Jumping Caribou country.	When the headpiece was finished, he carved an Indian head from a block of wood and painted the friendship sign on its face.
510	wu.89060396363	00000102	Archie hadn't brought up the fate of the beaver since the night of the big quarrel, and this silence worried me, since 1 knew that once Archie had made up his mind about anything, it was useless to discuss it further.	We started the journey to Doucet.	The first day was something awful.
511	wu.89060396363	00000116	‘But the kittens are fighting over something.	They do sound exactly like Mac and Mac,' I insisted.	He set the last trap and came forward.
512	wu.89060396363	00000076	Jim took this good naturedly, chuckling as he told Albert that that was more than he could say, as he wouldn't be able to tell what Albert looked like until he'd gone at least fifteen rounds with a bar of soap.	Albert showed neither pain nor pleasure at this repartee.	He waited patiently until Jim's laughter had ceased, and then spoke.
513	wu.89060396363	00000165	The message read, 'Come immediately.	I will meet you in Winnipeg – wire when you will be there.	Not having a thing to pack, I pushed off and didn't let any moss gather on my paddle getting out to the railroad.
514	wu.89060396363	00000159	My sympathies, however, were short-lived, for the butler, having regained his composure, was surveying us with undisguised amusement and contempt.	There wasn't time for Archie to wipe that smirk off his face, because the Flagstones were coming forward to greet us; that is, they were till they stopped short in their tracks.	They too, I thought, expected us to turn up in ‘soup and fish.'
515	wu.89060396363	00000158	No thank you, I'm not going.'	'You are away out, Grey Owl,' said Sir Charles.	“Why, they are among the finest people I know.'
516	wu.89060396363	00000164	The tin box was again used to transport the beaver to the railroad station, where there was a 4' x 6' tank with bath, a drying-off platform, and an upper tier for living-quarters a magnificent affair.	Our friends, kidding us, said that while he was at it, Archie should have chartered a private coach, or even a train, to take us to Riding Mountain.	I didn't go all the way to Riding Mountain with Archie, because a mining man at Montebello had told me that the Elk Lake country (northern Ontario) was the place to go prospecting.
517	wu.89060396363	00000166	We left Riding Mountain on October 26, 1931.	It was a worrisome trip, but happily, our family – Jelly Roll, Rawhide, Wakanee and Wakanoo, Silver Bells, and Buckshot arrived at Ajawaan on the first of November in good condition; only Archie and I weren't!	We named our new home Beaver Lodge.
518	wu.89060396363	00000172	It was at the suggestion of Mr. Charlie Walrod, a game-warden friend of ours, that Archie had gone to Mrs. Winters to ask her to teach me baby care.	I won't elaborate on the close relationship that existed between the Winters family and ours, as I will never be able to put into words our deep appreciation for Mrs. Winters' devotion to Shirley Dawn.	We have been fast friends for thirty-four years.
519	wu.89060396363	00000173	I wanted to be sure that the stuff got to Ajawaan before I did, because I didn't want to be there when Archie got the bill.	In the time that we were in Prince Albert, Mrs. Winters had become very attached to the baby and was worried about my taking Dawn so far into the woods to Ajawaan.	But when she saw that I was bound to go, she told me that Archie had arranged for a girl to go in with me as a companion.
520	wu.89060396363	00000167	Near the end of November the lake froze over, and it was now safe to let the beaver out.	We lifted the barricade to the plunge-hole, and as soon as we did, Rawhide took to it like blue lightning.	Now was his chance, he thought, to see to his family's needs; but he was ice-locked and would be until spring.
521	wu.89060396363	00000163	I was scolding him for doing such a stupid thing when he handed me a letter.	The letter was from a representative of the Minister of the Interior of the federal government in Ottawa, stating that Archie now had a position as 'naturalist.	The Minister's offer was of considerable consequence, since it was not only giving us a place to live, but, what was more important, a sanctuary for the beaver.
522	wu.89060396363	00000148	I let it go at that.	Mr. Bell was from Arizona, and the evening passed all too quickly as I sat listening to his experiences in South America, Egypt, and other places.	The next morning, after breakfast, I was lashing up the toboggan tarp when Mr. Bell came and asked, “What's all the rush?
523	wu.89060396363	00000161	But I only kicked him, none too gently.	'Gurdy,' he said imploringly, 'I wish you wouldn't keep kicking me under the table like that.'	'I was doing the same thing to Jack – he keeps interrupting Grey Owl so,' said Mrs. Flagstone, lying beautifully.
524	wu.89060396363	00000144	One hundred and eighty dollars!	No, the only road open to me was to walk out to Oskelaneo, eighty miles, and work my way back to Cabano.	I knew that Archie hadn't any money to send me.
525	wu.89060396363	00000145	You'll need one and so will I.'	After a long session of coaxing and arguing about my trapping, Dave gave up and said that he could get a canoe from Chibougamau Prospectors Ltd., one of the drilling outfits he worked for.	I was all for pulling out in the middle of the night, so I could begin putting up the log walls for my shack-tent, but Dave refused to listen.
526	wu.89060396363	00000151	The plane was unloaded in jig time, for those who were impatient to take off dumped the stuff off like dirt, that is, except for one large item a sixty-gallon barrel of beer.	'For heaven's sake, who sent that in?' asked Mr. Bell, astonished.	‘The Chibougamau Prospectors,' said the pilot.
527	wu.89060396363	00000147	The first stop was to be Merril Island, where I hoped to see Dave and get some idea of the winter route out.	Should he not be there, I would then have to go to the Hudson's Bay factor at Lake Chibougamau, eight miles to the south, to get the necessary information.	It was seventeen miles to Merril Island, but on glare ice one step ahead, two steps back – it added up to fifty-one miles.
528	wu.89060396363	00000152	If he'd had it, I would have been on that plane flying home to Archie and Jelly Roll.	Gillman appointed me caretaker, and he said before he left, 'Sell everything and anything that you can.'	But there were no buyers!
529	wu.89060396363	00000142	He was back almost immediately, very agitated.	'Pony,' he said, 'some prospectors have made a strike at Opemiska.	I'm worried.
530	wu.89060396363	00000156	People from as far away as New York and Vancouver came to see Nels Nelson, then the world's champion skier, take the 263-foot ski-jump on New Year's Day.	On Christmas Eve, our boss had said that we of the sports staff were to bring in the New Year and take out the old, so as midnight approached, we were outside of the lodge, taking our places for the march around the fireplace.	Nels, on skis, was to lead the parade; after him would come the ski instructors, also on skis, followed by the toboggan and bob-sled pilots with a toboggan and sled; then the riding major and finally the dogs with the ‘New Year', a cute, curly-headed infant, in the carriole.
531	wu.89060396363	00000157	Then one night in February I received a telegram from Archie asking me to meet him in Montreal, at once.	I was to go to the Windsor Hotel and ask for Grey Owl.	I arrived in Montreal the next morning and was taken to Archie's suite, where I found him with Sir Charles Delmé Radcliff.
532	wu.89060396363	00000143	When faced with a tough situation, he wasted no time in fretting.	The moment we returned to Lac Dore he got a job as a hunter, supplying three diamond-drilling camps with fish, moose and caribou meat.	To Dave the problem of eating was solved, but to me the idea of living off the old fellow's hard-earned cash was unthinkable.
533	wu.89060396363	00000169	Jelly Roll was our most frequent customer; the others, it seemed, were satisfied with their natural diet.	What with Archie at his book, I at my mineralogy studies, and the heavy construction going on below as Rawhide enlarged the house, Beaver Lodge was a going concern.	In the latter part of February all activity came to an abrupt halt – because I had vomited.
534	wu.89060396363	00000155	'That's what I mean.	If Mrs. Grahame will take a chance on my selling the book, she'll get paid; if not . . . .	'He let it go at that.
535	wu.89060396363	00000141	The prospects of a gold mine blasted into thin air.	It would take a fortune to re-ship our canoe and camping equipment back to Cabano – both had already gone ahead of us to Oskelaneo.	To leave without knowing what had become of Dave was unthinkable.
536	wu.89060396363	00000140	Dave went to the bar.	He spoke French fluently and could get along with the French Canadians very well – too well, in fact.	I heard him and several others singing, laughing, and kicking up their heels in the parking-lot at the rear of the hotel about midnight.
537	wu.89060396363	00000047	"""Oh for Christ's sake, what happened to Mary Robinson?"	In what part of Canada did this take place?	Did it happen in the War of 1812?
538	wu.89060396363	00000090	While all heads were bowed in prayer, the chief reached out and solemnly joined Archie's hand in mine across the table.	My thoughts raced back to Mary Robinson and Kanistonou.	When the prayer ended, Archie and I bowed our thanks to the good people, and Archie again congratulated the old man on his long and happy life with the Beaver Woman.
539	wu.89060396363	00000133	He glared in disbelief.	His expression unnerved me, and I said almost guiltily, “Yes,' and then sputtered on about how she had specified a Scandinavian maid.	'This is awful – it gets worse all the time.'
540	wu.89060396363	00000132	I did.	Mrs. Peck read it with mounting interest.	She reached for the phone and called her mother.
541	wu.89060396363	00000085	Later, in bed in my cabin, I simply could not settle down.	I was disturbed at the tiff between Papati and the priest.	Then I heard Archie stir and call out to me.
542	wu.89060396363	00000052	They were delicious.	Another delicacy that Grandmother devised was to split a turnip in two and then scrape out the juicy meat with a knife, all the time telling more of her stories.	But all good things must come to an end, and so did this.
543	wu.89060396363	00000046	'The Iroquois are the Mohawks, Oneidas, Onondagas, Cayugas, Senecas, and Tuscaroras.	They – the Tuscaroras – were the last to join us, and then we became the Six Nations.'	Archie exclaimed, 'Well, how about that?
544	wu.89060396363	00000050	Grandmother married in Oka and soon afterward she and her husband secretly stole away from the oppression and poverty there.	They took almost the same trail as had Naharrenou – they too had to travel off the beaten trail – and this led them to where Belleville is now, or just north of it.	There they remained for twenty-five years and raised a family of eleven.
545	wu.89060396363	00000093	Without a word he led me upstairs to a room.	Hingy was really ill.	'I must get a doctor,' I said in panic, but I had no luck.
546	wu.89060396363	00000118	He'd brought things that he didn't want them to see until later, so he gave them each a candy stick, and while they were distracted with these he showed me the toys he'd bought them.	There was a clown on wheels that made a noisy clack-clack when pulled by its long orange-coloured handle, a bunny with a tinkly bell, also on wheels, and, to my surprise and delight, he'd also bought yards and yards of red and white crepe-paper streamers, a Chinese lantern for the ceiling, and red, green, and silver baubles for the window.	I could hardly wait to start the festivities, so as soon as I'd whipped up a quick meal for Archie, I lost no time in getting at the decorations.
547	wu.89060396363	00000131	The villainous jinx that had urged Dave to trap our beaver that day in March was still dogging our trail.	Not being satisfied with this first outrage, nor with the subsequent loss of McGinnis and McGinty, it also took little Sugar Loaf.	This pitiful creature died less than three weeks after we got him.
548	wu.89060396363	00000086	‘But we've got to,' Archie exclaimed.	'Yes go,' Miranda urged.	On hearing Archie's voice, Papati got up and lit a candle.
549	wu.89060396363	00000092	The reporter had made the story a real heart-breaker.	He also named the place where I should be contacted in case Hingy was found, and, as a consequence, Mr. Ring's restaurant did a booming business.	Everyone wanted to see the 'waitress wolf-girl.
550	wu.89060396363	00000045	However, his first question got the ball rolling.	'Your father told me that you were Iroquois.	Is that right?
551	wu.89060396363	00000051	Then there was her book.	Grandma had learned to speak her own language only after she left the convent, but she'd always yearned to translate prayers, history, and little anecdotes, etc., from the French into Mohawk.	She was a middle-aged woman before she was able to accomplish this.
552	wu.89060396363	00000069	She was beautiful.	She toured all over Europe, South America, and, of course, England.	She was a great performer.'
553	wu.89060396363	00000082	The Lac Simon Indians gave Archie all the credit for this light term and, immediately after the trial, they invited him to their summer place to see if he could iron out a few troubled spots there.	We launched the canoe out of Senneterre into the Nottaway River, bound for Lac Simon, some sixty miles in.	It was a lovely day, and we reached there in no time, for Nuna had a powerful outboard motor.
554	wu.89060396363	00000134	I'd make a fool of myself – a bigger fool than I am.'	'Now you stop this nonsense, Mr. Belaney.'	Mrs. Peck advanced upon him purposefully, fishing the manuscript from her purse.
555	wu.89060396363	00000120	She planted herself solidly between him and the tree, but McGinnis, out to get his share of the goodies, gave her a push that sent her sprawling.	McGinnis plucked a big, fat prune from the tree just as McGinty came bounding back.	With a quick flip of her short little arm, she whisked the prune from his grasp, and it sailed across the floor.
556	wu.89060396363	00000108	Dave arrived from town with a man whom we shall call Joe.	Joe was a Micmac Indian, from eastern Quebec and New Brunswick, he said.	We had no reason to doubt this, but the balance of what he told us was pure fabrication.
557	wu.89060396363	00000068	This time for good.	In the first place, most of the old-timers in Timagami advised me against marrying her, said she was wild, and so on.	A child was born seven months after we were married, if that means anything.
558	wu.89060396363	00000056	I said that I had a ball playing hooky, but this isn't true.	I had been too long with Grandma, a religious, strait-laced woman, for my conscience to be quieted so easily, and each time it pointed an accusing finger at me I'd look for something worse to do, hoping that it would go away.	I started swimming with the boys down at the sand bar.
559	wu.89060396363	00000081	Just like in the story books, eh?	But something came up and we didn't get married in Doucet after all.	The next morning, hand in hand, we went to the station to get a refund on my ticket home.
560	wu.89060396363	00000122	‘Oh, for heaven sakes, open it up,' I cried impatiently, as 1 tried unsuccessfully to get at the magazine.	'It's from England,' said Archie, mystified.	He slit the envelope open with his hunting-knife and pulled out a letter.
561	wu.89060396363	00000080	Jim joined us and we were getting on first-rate, when Mabel, the daughter, came screeching to her father, saying, 'Come and see what them damn things are doing now!	We ran to the door and there were Ted and Archie gyrating round the room, dancing to the tune of 'I Miss My Swiss' on the phonograph.	Archie, his long hair and fringes flying, holding aloft a dainty sun parasol, was galloping right after Ted, who with his six-foot-four wrapped in a white tablecloth, was sprinting hither and yon like a kangaroo.
